Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,4.017857074737549,3.6316964626312256,3.7455356121063232,3.997767925262451,133949200.0,2.665724039077759
2000-01-04,3.950892925262451,3.6138393878936768,3.8660714626312256,3.6607143878936768,128094400.0,2.4409754276275635
2000-01-05,3.9486606121063232,3.6785714626312256,3.705357074737549,3.7142856121063232,194580400.0,2.4766969680786133
2000-01-06,3.8214285373687744,3.392857074737549,3.7901785373687744,3.392857074737549,191993200.0,2.2623674869537354
2000-01-07,3.607142925262451,3.4107143878936768,3.4464285373687744,3.5535714626312256,115183600.0,2.3695321083068848
2000-01-10,3.6517856121063232,3.3839285373687744,3.642857074737549,3.4910714626312256,126266000.0,2.3278565406799316
2000-01-03,16.160430908203125,15.599305152893066,15.823756217956543,15.711530685424805,10635000.0,6.698944091796875
2000-01-04,15.599305152893066,15.150404930114746,15.459024429321289,15.262629508972168,10734600.0,6.50754451751709
2000-01-05,15.402911186218262,15.066235542297363,15.066235542297363,15.234573364257812,11722500.0,6.495581150054932
2000-01-06,15.823756217956543,15.178461074829102,15.262629508972168,15.767642974853516,17479500.0,6.722869873046875
2000-01-07,16.27265739440918,15.487080574035645,15.487080574035645,15.935980796813965,15755900.0,6.794641971588135
2000-01-10,16.188488006591797,15.655418395996094,16.160430908203125,15.823756217956543,10442000.0,6.746791362762451
2000-01-03,46.9375,44.0,46.75,45.09375,3655600.0,31.241012573242188
2000-01-04,45.75,42.78125,44.75,42.8125,2533200.0,29.66054344177246
2000-01-05,44.125,41.59375,42.8125,43.4375,3228000.0,30.093563079833984
2000-01-06,43.8125,41.625,43.4375,42.25,2601000.0,29.27084732055664
2000-01-07,44.25,41.3125,42.0,43.4375,1890600.0,30.093563079833984
2000-01-10,47.375,44.625,45.0,47.21875,2570000.0,32.713199615478516
2000-01-03,1432.5,1373.3333740234375,1428.3333740234375,1385.8333740234375,166500.0,1033.1435546875
2000-01-04,1361.6666259765625,1310.8333740234375,1353.3333740234375,1315.0,364000.0,980.3370361328125
2000-01-05,1332.5,1288.3333740234375,1315.0,1318.1240234375,266500.0,982.6660766601562
2000-01-06,1381.6666259765625,1313.3333740234375,1320.0,1358.3333740234375,279100.0,1012.6422729492188
2000-01-07,1465.8333740234375,1376.6666259765625,1381.6666259765625,1460.0,328700.0,1088.4349365234375
2000-01-10,1462.5,1427.5,1460.0,1434.1666259765625,163000.0,1069.176513671875
2000-01-03,89.5625,79.04679870605469,81.5,89.375,16117600,89.375
2000-01-04,91.5,81.75,85.375,81.9375,17487400,81.9375
2000-01-05,75.125,68.0,70.5,69.75,38457400,69.75
2000-01-06,72.6875,64.0,71.3125,65.5625,18752000,65.5625
2000-01-07,70.5,66.1875,67.0,69.5625,10505400,69.5625
2000-01-10,72.625,65.5625,72.5625,69.1875,14757900,69.1875